label,news
false,"we have 93 million people out of work. they look for jobs, they give up, and all of a sudden, statistically, theyre considered employed."
true,"of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage."
true,"13 percent of americans, the lowest ever, are without health care."
false,says romney supported a law that could have made most common forms of birth control illegal.
true,no other public or private business in america except for the u.s. postal service must fund 100 percent of employee retirement and retirement health costs in advance.
false,the most significant driver of out-migration [from rhode island] is the estate tax.
false,congress is on vacation.
false,scott walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.
false,says attorney general eric holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.
true,ed schultz said alan grayson is what its all about.
true,aig said they were giving $57 million (in retention payments) to people who were being terminated.
true,"says if the (iran nuclear) deal gets rejected, they still get $150 billion."
false,"new york state has been horribly, horribly hurt by nafta"
false,"for every single illegal immigrant family in this country, it costs $20,000 it costs us $20,000; $20,000 in infrastructural costs. they pay about $10,000 in taxes."
true,im running the second-largest county district attorneys office at 1985 staffing levels.
false,the @nytimes states today that djt believes more countries should acquire nuclear weapons. how dishonest are they. i never said this!
false,"the cnbc debate was supposed to be three hours, and he renegotiated it down to two hours."
true,"we bring in enough tax revenue to service our debt, pay for medicare and medicaid and social security, and then still have about $300 (billion) or $400 billion left over."
true,"mcdonalds workers in denmark have a union. earn $45,000/year."
true,"since 2009, weve cut homelessness (among veterans) by a third."
false,the cost-saving measures we put into place at columbia/hca drove down national health care inflation from 18% to 8% in seven years.
false,we have no idea what is contained in [electronic cigarette] vapor.
false,says new estimates from the congressional budget office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.
true,saysruben kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.
false,this is the true picture of milwaukees renaissance after 12 years of mayor tom barretts leadership.
true,says president barack obama revealed in his state of the union address that he now is against earmarks.
true,guns have murdered more americans here at home in recent years than have died on the battlefields of iraq and afghanistan.
true,there are polls showing right now that the american people for the most part think its a bad idea to provide tax cuts to the wealthy.
true,"texas state reps. dan branch and jim pitts, lieutenants to house speaker joe straus, are helping democrat ellen cohen against her republican challenger, doing events with her in her district."
false,says he did not vote for nancy pelosi for speaker of the house.
false,unions did not create the eight-hour work day and the 40-hour work week. henry ford did.
true,five percent of americans pay over half the income taxes in this country. forty percent of americans pay no income taxes at all.
true,"as a percentage of our gross domestic product, the defense budget remains just 3.6 percent. this figure is low by all historical standards."
true,"last year, we saw the first reduction in the federal prison population in 32 years."
false,it takes as much energy to make a solar panel as it likely generates in its entire life.
true,says america spends over 17 percent of its gdp on health care costs when our closest competitor nations are spending about 12.
true,connecticuts take on slot machines is 25 cents on the dollar. and the states take on table games: zero.
true,bill lynch told three lies in ten seconds
true,says milwaukee county sheriff david clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.
true,independent analysts say (donald trump) would add $30 trillion to the national debt.
true,sen. obama has been to iraq once.
false,unemployment has been on the rise throughout wisconsin as paul ryan stepped up his advocacy of immigration increases.
true,"says donald trump was one of the people who rooted for the housing crisis. he said back in 2006, gee, i hope it does collapse because then i can go in and buy some and make some money."
true,"the geneva convention did not apply, until 2005, to the war on terror."
false,the money the clinton foundation took from from foreign governments while hillary clinton was secretary of state is clearly illegal. the constitution says you cant take this stuff.
true,dodd brought both parties together to pass the family and medical leave act.
false,planned parenthood raked in more than $300 million in profits over the past four years.
false,mitt romney has 15 homes.
true,says romney would add trillions to the deficit while obama would cut the deficit by $4 trillion.
true,"canadian middle class incomes are now higher than in the united states. they are working fewer hours for more pay, living longer on average, and facing less income inequality."
true,the obama administration has used the espionage act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.
true,"in sauk city, wisconsin, the id office that provides identification for voting is only open on the fifth wednesday of every month -- a total of four days in 2016."
true,"nevada has been recently ranked no. 1 in unemployment, foreclosures, violent crime, personal bankruptcy and divorce."
true,republican candidate for georgia governor dabbled in birther conspiracy theories.
true,"says new jersey has gained 143,000 new private-sector jobs."
true,the obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.
false,links jailed lobbyist jack abramoff to rep. c.w. bill young.
true,wall street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in ohio.
true,"says rick scott spent $800,000 of your tax dollars upgrading the governors mansion."
false,prince william county has cut violent crime in half since instituting a crackdown on illegal immigration.
false,says the ohio consumers council office employs 74 lawyers and that the funding them is wasteful duplication.
true,"americans will spend more on taxes in 2015 than on food, clothing and housing combined."
false,i dont think ive ever hired an illegal in my life.
false,says obama sent $450 million to china to build a wind farm in texas.
true,says the portland childrens levy holds its administrative expenses to less than 5 percent.
true,"george allen voted to end pell grants for 84,000 students."
false,school children can earn higher grades by studying islam under a new nationwide muslim outreach program announced by president barack obama.
true,amajority of the men and women on this stage have previously and publicly embraced amnesty. i am the only candidate on this stage who has never supportedamnesty.
true,"despite raising taxes on the wealthy and hiking the minimum wage, minnesota is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus."
false,we went from $160 billion deficit spending in (president george w.) bushs last year to $1.6 trillion the following year.
false,a proposed mine in wisconsin is about two-thirds the size of lake winnebago.
true,says president barack obama did not come into office with the economy in a free fall.
true,"says rick scotts proposed budget would lay off 20,000 teachers."
false,a bill supported by gov. scott walker makes it so that drunk drivers who kill have an easier time of it.
true,there are no tax increases in this debt limit bill. period.
false,[state rep. doug mckillips] donors deserve a refund.
false,"sayspresident obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used assault rifle bullets."
false,"without u.s. senate action, texas will have more federal judicial vacancies this year than any other state."
false,on changing the rules for filibusters on presidential nominees
false,gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of governor bruce rauner.
true,over half of the foreign-born population in rhode island is white.
true,"after hearing the frustrations parents and teachers have with the fcat, next year we begin improving our testing system."
true,"every year tobacco kills more americans than did world war ii more than aids, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined."
true,"we borrow $4 billion every single day, much of it from china."
true,"there are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them."
true,"last election, the koch brothers spent three times what the top 10 unions spent combined."
true,obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the department of treasury.
true,"john mccain says he never supported the privatization of social security, even though video shows he did."
false,say bernie sanders won nevada after all.
true,"because of (u.s. sen.-elect ron) johnsons leadership, senate republicans adopted a caucus ban on earmarks."
true,"every dropout costs us $72,000 for the life of that person."
false,says donald trump is going to go out and carpet bomb the middle east.
false,"most americans want traditional marriage, as defined by the defense of marriage act."
false,"in 2012, 1 in 4 wisconsin schools had a subpar score on the department of public instructions recent report cards and are failing the children they serve."
false,we are bogged down in a war that john mccain now suggests might go on for another 100 years.
true,"we spent approximately $20-billion of that money on pork barrel, earmark projects. maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country."
false,dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the middle east.
false,"nafta, supported by the secretary (clinton), cost us 800,000 jobs nationwide."
true,"cuba wants to let the chinese drill in some of the very parts of the gulf that american producers are currently forbidden to touch, as close as 45 miles off the florida coast."
true,on running for senate if jim webb retires.
false,"democratic reps. cicilline, boswell, carnahan and critz demanded that congress vote to increase the nations debt limit without making any spending cuts."
false,"last year, i was involved with an effort to to help prosecutors get their first pay raise in more than 10 years."
false,ive either balanced every budget or we turned back a surplus.
false,one texas city has a law that says that women can only have six dildos.
false,the florida legislature has not filed a lawsuit to fight amendments 5 and 6.
true,"when you look at the number of crashes before the cameras were installed compared to after, theyre virtually the same."
true,our median income here in providence is the same as the median income in mississippi.
true,u.s. sen. kay bailey hutchison voted to continue roe v. wade.
false,paul ryans medicare plan provides pretty much the same coverage that members of congress receive.
true,"we do not have an overcrowding problem. as a matter of fact, rhode island has one of the lowest incarceration rates in the country."
false,says rep. jim renacci was trying to leave town for the holidays without extending your payroll tax cut.
false,"rather than work to secure the border, (marco rubio) supported obamas amnesty plan for illegal immigrants."
false,says hillary clinton gave up 20 percent of americas uranium supply to russia.
true,"fifty years ago, the average gm employee could pay for a year of a son or daughters college tuition on just two weeks wages."
true,"on average, college students are taking six years to get a four-year degree."
false,in the state of rhode island 25 percent of our current physicians are graduates of for-profit medical schools.
false,medicare will be bankrupt in nine years.
true,"when it comes to being effective at creating jobs (chris christie has not had) a record of governing for effectiveness. ... last year, new jersey created no net new jobs."
true,says hillary clinton called barack obama naive for saying he was would sit down and talk to the iranians during the 2008 democratic primary.
false,"if the supreme court throws out the federal health care law, it would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected congress."
true,i opposed this war from the beginning. i opposed the war in 2002. i opposed the war in 2003. i opposed it in 2004 and 2005 and 2006.
true,"says the state department spent $630,000 to get 2 million facebook likes."
true,"in romneys first budget (in massachusetts), he cut $248.7 million from k-12 education."
true,we now have our kids go to school about a month less than most other advanced countries.
true,"says his office has already recovered over $2 billion from wall street for the workers, retirees, and investors who were harmed."
true,i had the longest judicial vacancy in the history of the united states.
true,"says gov. scott walkers proposed reduction in university spending is about the size of the one under democratic gov. jim doyle, but democrats didnt treat doyles cut as so dire."
true,the average unemployed american has been out of work for almost 40 weeks.
true,"republican challenger bill flores ""has never once voted in a general election in our district."""
false,hillary clintons international travels included no serious diplomacy.
true,"says that when he first ran for office in the late 1980s, there were still folks who didnt have phone service. soon id helped ensure that everyone in north florida could access a dial tone."
true,this years state budget and my spending proposal for fiscal year 2016 represent an infusion of more than $1 billion in additional money for k-12 education.
true,says the high-speed rail project provides short-term jobs.
true,polls showhillary clinton wins every time with donald trump as her opponent.
false,says peter kilmartin has only three years experience in his own law practice.
true,"during my administration, funding for education has increased by over $930 million."
false,"as a legislator, (marco rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist."
false,says daniel webster thinks wives should submit to their husbands.
false,says he fought for the repeal of a septic tank inspection program after tallahassee pulled a fast one.
false,one-hundred times as many people worked their way from poverty into the american middle class during his presidency compared to ronald reagans presidency.
false,the new hartsfield-jackson international terminal was on time and on budget.
false,"scott walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools."
false,sheldon whitehouse and 18 other senators voted to censor the internet.
true,we have a $2 trillion to $3 trillion infrastructure deficit. weve got work that needs to get done. weve got people that want to go to work.
false,jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.
false,"i was among the earliest to criticize the rush to war (in iraq), and yes, even before the war ever started."
false,the city of milwaukee uses the building inspection area as a revenue base.
true,the cost ofa gas tank fill-up has risen$30 sincebarack obama became president.
false,college tuition costs have risen by 25 percent under the democrats.
false,"obama said troops ""whine about bearing the costs"" of going to war."
true,says donald trumps position isto roll back all of the financial regulations passed after the financial crisis.
true,says rep. paul ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.
false,"says barack obama said, if we keep talking about the economy, were going to lose."
false,wendy davis was just doing a fund-raiser in chicago with the international socialists organization.
false,we have the highest funding in (the) k-12 system in the history of the state.
false,says ted cruzsaid i was in favor in libya. i never discussed that subject.
true,"with the auto rescue, president barack obama saved more than 1 million middle-class jobs all across america, including more than 28,000 in wisconsin."
true,says barack obama has the worst record of any president when it comes to putting america deeper in debt.
false,"in june, jobless ranks were higher in nearly 90 percent of u.s. cities."
true,"we could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups."
false,says there was a nato base in turkey being under attack by terrorists.
true,"in the past three years, state legislatures have enacted more of these restrictions (on abortion) than in the previous 10 years combined."
false,epa wants to regulate the family bbq.
false,barack hussein obama will force doctors to assist homosexuals in buying surrogate babies.
false,"he (obama) has done several things well. most of those things are places where he changed his view from where he had during the campaign. so, for instance, he's left our troops in iraq and they're being more successful there. he boosted our effort in afghanistan, which is the right course to take. he did not close guantanamo, thank heavens."
true,one state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects.
true,"in senate bill 5, there is this new method of evaluating teachers. youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents."
false,"says that while president barack obama promised to work with your employer to lower your premiums by $2,500 per family per year, his health care law raises premiums in the individual market by $2,100 per family."
true,says newt gingrich is responsible for the gridlocked politics of washington.
true,"twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined."
false,"as part of efforts to rein in protesters, republicans in wisconsin have bolted windows inside the capitol shut."
true,obama says clinton in 2002 suggested there was a connection between al-qaida and the iraqi government.
true,says comprehensive immigration reform will add $700 billion to our economy.
true,(ronald reagan) raised taxes a billion dollars in his first year as governor of california.
true,our businesses have created jobs every single month since (obamacare) became law.
true,says bernie sanders voted for regime change with respect to libya.
true,"if you ask how many times did ronald reagan attend a fundraiser when he ran for re-election in 1984, the answer is eight times. if you say how many times did barack obama attend a fundraiser in 2012, the answer is 228 times."
false,democrats failed to flip the wisconsin state senate because recall elections were in the deepest red districts in the state.
true,"the senate version of the economic stimulus package includes ""millions of dollars to world war ii filipino veterans in the philippines."""
true,thehousebudget plan proposes the largest discretionary spending cut in history.
false,ted cruz is unknown to the vast majority of texans.
true,"says anthropology is a stem (science, technology, engineering, math) field."
false,"when news broke that ferguson 18-year-old michael brown was a suspect in a robbery, msnbc practically went off the air for a while to have behind-closed-doors meetings to figure out how to deal with this new revelation."
false,"people ""can't go fishing anymore because of obama."""
true,congressional budget office says 8 (percent) unemployment till 2014!
false,says top clinton advisers were pressing birther movement stories very hard.
true,things like having friday classes have been shown to be very effective on college campuses in reducing drinking.
false,"walmart employees receive roughly $5,800 in public assistance per year."
true,"when adjusted for inflation, (texas) per-student spending has remained relatively flat over the past 16 years. despite that trend, texas schools in 2017 will receive $381 less per student than they did in 2003."
true,"as virginias governor, allen cut spending and waste with bipartisan support."
false,my position hasnt changed on using executive authority to address immigration issues.
false,"protesters in la crosse blocked an exit and surrounded a state patrol car carrying the governor and were beating on the windows and rocking the vehicle. when the car was extricated from the crowd, a truck blocked a second exit."
true,oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but oregon.
true,"almost half a million people are still eligible (for daca), particularly in the asian-american and pacific islander community."
true,"the pastor mccain calls his 'spiritual guide,' rod parsley, believes america's founding mission is to destroy islam, which he calls a 'false religion.' "
true,"first, donald trump said wages are too high, and both donald trump and mike pence think we ought to eliminate the federal minimum wage."
false,dan gelbers employment by bps law firm could disqualify him from representing florida against bp as attorney general.
false,the congressional district for miami-dade and broward counties has a staggering drop-out rate of almost 61 percent.
true,i was never against same-sex marriage.
false,says protesters at the wisconsin state capitol on the night the state senate passed collective bargaining changes damaged the windshield of his car.
true,you can absolutely get a gun if you have several felonies as long as you buy it on the internet or at a gun show.
false,"bill gunter would drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations."
false,"small businesses that have $250,000 in gross sales for the business. theyre the ones that are looking at massive tax increases."
true,michael dukakis created jobs three times faster than mitt romney.
false,our children do not spend any time in school learning about our own u.s. constitution.
true,"says hillary clintons rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of americans."
false,"every time weve cut taxes, revenues have gone up, the economy has grown."
true,says state rep. diana maldonado of round rock uses craigslist to hire campaign block walkers.
false,says that president barack obama said an attack on syria was going to be a pinprick.
true,"raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue."
false,"common welfare programs give income of $43,330 or $20.83 an hour."
false,senate bill 5 makes it harder for nurses to give the patients the quality care they need.
true,"says that tim pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of minnesota."
false,a public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.
true,says donald trump saidas recently as a few weeks ago in phoenix that every undocumented person would be subject to deportation.
true,"says his deficit plan made some adjustments to (simpson-bowles), and were putting it forward before congress right now, a $4 trillion plan."
false,says jeb bush appointed a guardian for the fetus of a rape survivor.
false,"thanks to actions by the milwaukee county board on the 2013 budget, the amount of county taxes on the average home in the city of milwaukee would be a $19 decrease."
true,"eighty percent of those who have applied for licenses have no cancer, no parkinsons disease or glaucoma. they have nothing you would associate [with] the use of medical marijuana."
true,"says sen. john mccain told dreamers that hell support the dream act, then he voted against it."
false,the pell bridge is a tourism bridge essentially and not a commuter bridge.
true,says a portfolio managed by the texas general land office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain.
false,says colorado food stamp recipients can use atms to get cash to buy marijuana.
true,the state of wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.
false,"when social security, medicare and medicaid were created, republicans stood on the sidelines"
true,"gun violence is by far the leading cause of death for young african american men, outstripping the next nine causes of death combined."
true,"under republican economic policies, the typical american family saw their incomes fall by about 6 percent."
false,"hillary interned with bob treuhaft, the head of the california communist party."
false,"across the board, violent crime in jurisdictions that recognize the right to carry is lower than in areas that prevent it."
true,using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.
true,says employers are still allowed to pay people with disabilities below the minimum wage.
false,kendrick meek was named one of the two most corrupt democrats in congress by citizens for responsibility and ethics in washington.
true,"under mayor angel taveras providences bond rating was downgraded from a to bbb, two steps above junk-bond status."
true,"says using e-verify is a fair amount of cost, about $20 per person that does not match."
false,there is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.
false,women in the united states are paid about 70 percent of what men earn for the same work.
false,"wisconsin has created just under 100,000 jobs since he took office."
true,"in new jersey, gov. christie vetoed legislation to extend early voting."
false,were the most highly taxed nation in the world.
true,"says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000."
true,"even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt."
true,a new law requires the usda to approve the harvest and sale of crops from genetically modified seed even if a court has ruled against the crop as being dangerous to public safety or the environment.
false,"says under oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not."
true,"in afghanistan ""the (military) leadership has proposed a new medal, an award for 'courageous restraint' ... for 'not firing back.' """
false,the justice departments fast and furious gun-walking program started in the bush administration.
false,says one of austin city council member randi shades biggest contributors is the lobbyist for the formula 1 racetrack planned outside austin.
false,"as unbelievable as it sounds, your tax dollars are funding the federal governments zombie apocalypse plan. i kid you not."
false,rob portman is the one who actually sucked the jobs out of the (mahoning) valley and sent them to china.
false,gov. scott walker and the republican-controlled state legislature have added over $140 million in new special interest spending
true,"when it comes to what little bit of job creation was happening in massachusetts (when mitt romney was governor), it was happening in the public sector at six times the rate that it was happening in the private sector."
true,says former sen. george allen voted four times to raise his own pay.
true,eighty-seven percent of private insurance plans currently include (abortion) coverage.
true,"rhode island has the second highest per enrollee (medicaid) cost of any state in the country, which is 60 percent higher than the national average."
false,one estimate says there may be three times as much oil in the united states as there is in saudi arabia.
true,says he fought obama at the supreme court and won.
false,"says actor dwayne the rock johnson wore a t-shirt stating: we stand for the flag, we kneel for the fallen."
true,"there have been some estimates that if you deported everybody who is in texas illegally, it would create an economic recession for the state."
false,tim kaine supported higher energy costs for families.
false,"ending federal funding for national public radio would jeopardize 9,000 jobs."
true,says florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under obamacare.
false,rick scott has said that he would do away with the department of community affairs.
false,oregons umpqua community college where the shooting occurred was a gun-free zone.
true,"as a result of national rifle association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years."
true,georgias crct set some of the lowest expectations for student proficiency in the nation.
true,"he's been endorsed by ""every major newspaper here in the state of texas."""
true,the house of representatives does not have a prochoice majority.
true,romney outsourced call center jobs to india.
true,"to give a sense of how families are struggling, a record four out of every 10 school kids in ohio now qualifies for subsidized lunch."
false,"says obama puts 15 unelected, unaccountable bureaucrats in charge of medicare, who are required to cut medicare ... that will lead to denied care for current seniors."
false,"president barack obama has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing."
false,margaret sanger wanted a black christian leader to be like a judas goat and lead the blacks to genocide. remember that? and they picked martin luther king as their spokesman.
false,virginia state employees pay nothing toward their pensions.
true,says barack obama and hillary clinton are responsible for leading america into a deal that will arm iran.
true,95 percent of teachers and principals are not implicated in the [atlanta public schools cheating scandal] report at all.
true,florida is the largest dog-racing state in the country.
true,says donald trump is for a single-payer health care system.
false,vows to keep georgias race for governor civil and focused on the positive.
true,we cut our deficits by more than half.
true,"a study from the massachusetts institute of technology, harvard, and dartmouth concluded that medicaids value to its beneficiaries is significantly lower than the actual cost of the program."
false,says sen. ted cruz used to be in favor of birthright citizenship but is now against it.
true,"40,000 veterans in texas wont get health care because perry rejected obamacares medicaid expansion."
true,"u.s. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high."
true,says u.s. sen. ron johnson voted to let oil and gas companies emit unlimited carbon pollution into our air
true,an overwhelming majority of republican and democrat law enforcement leaders have endorsed brad schimel.
true,"what do rutgers university, kean university, montclair state university, new jersey city university, stockton college, rowan university and william paterson all have in common? they all graduate less than 50 percent of their students within four years."
true,"opponent holly benson said that just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running."
false,most of the people who have signed up through the obamacare exchanges already had insurance.
true,says a change in law he carried stopped a $100 million tax increase in the dallas school district.
true,weve recovered (from the recession) faster and come farther than almost any other advanced country on earth.
false,jeff greene on why hewent cuba.
true,says hillary clinton isunder investigation with the fbi right now.
false,"the average (public school) teacher in wisconsins making $89,000 a year in salary and benefits."
true,"(chris christie) has not paid one dollar of state money into our pension system, and then states that the system is broke."
true,states have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. this is the largest reduction in state mental health services in half a century.
true,"under republican chris christie, new jersey had the highest increase in unemployment in the country last year. nearly 1 in 10 jobless. the worst unemployment in the region. near the bottom in economic growth, yet christie protected a tax cut for millionaires but vetoed a minimum wage hike."
true,mitt romneys companies were pioneers in outsourcing u.s. jobs to low-wage countries.
true,28 percent of kentuckians dont have any online access.
false,we spent twice as much per capita for health care in this country as the next closest nation.
true,the obama administration called bashar assad a reformer when he was turning his russian-provided guns on his own people.
true,currently it costs more than a penny for the u.s. mint to make a one cent coin and more than a nickel to make the five cent piece.
false,"on the day the house voted on the climate change bill, there was not even a copy of the bill in the well of the house, which is standard. it wasnt even written."
false,says hillary clinton makes more per hour at a speaking gig than the average ceo does in a year.
false,"says every time the legislature suspended the kicker, most recently the corporate kicker in 2007, salem spent every penny and failed to stabilize the states revenues."
true,cuba has a lower child mortality rate than ours. their life expectancy is now greater than ours.
false,says baltimore police are trained by mossad and shin bet.
false,"wisconsin ranks no. 2 in economic growth, according to the federal reserve bank of philadelphia."
false,says he never voted for a tax increase.
true,"when we lower tax rates, we generate more in revenues. that happened in 86 with the reagan plan, happened in 2001, following the bush plan."
false,the atlanta areas water planning district is now the national leader in conservation.
true,"the state of wisconsin pays plumbers, engineers and other attorneys much, much more than it pays attorneys to represent poor people."
true,says peyton manning struggles in cold weather games.
true,"under president bush in eight years, we added $4.9 trillion to the debt. under president obama, weve added $5.3 trillion to the debt in the 3.5 years hes been in office."
true,minnesota has passed and indiana has passed right to work laws making union membership and dues optional
true,gov. rick scotts sale of the state planes was not proper.
false,the health care law is job killing.
true,weve seen a remarkable reduction in the number of americans being executed -- its down nearly two-thirds over the past generation.
true,onthe iran nuclear deal
false,q: what do these patriotic americans have in common? a: they are all draft dodgers.
true,"outside of recall elections, theres never been a public official removed from office in wisconsin for anything but malfeasance in office."
true,"half of all americans have less than $10,000 in their savings account."
true,says theres no language in the u.s. constitution that prevents someone from running for congress simultaneously in multiple states.
true,the united states is 50th in life expectancy in the world.
false,"ebola is incredibly contagious, very transmissible and easy to catch."
false,"in 2010, betty sutton voted to destroy medicare."
false,travis county residents trusted me to take on tom delay and we won.
true,the turnout on may 14th was just 7 percent -- the lowest turnout in decades.
false,eric cantor voted to fully fund obamacare in october.
true,on support for ethanol mandates
false,the fiscal cliff agreement was the largest tax increase in history.
true,on the mosque near ground zero.
true,latin americas economy is almost as big as the economy of china.
false,"obama ""has no experience or background at all in national security affairs."""
false,jim marshall votes liberal in washington ... and we arent fooled.
false,says its not accidental that the villain in the batman movie is named bane.
false,white house spokesman robert gibbs lied when he said president obamas birth certificate is posted on the internet.
false,a provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.
true,"says scott bruun still believes in the same old direction that george bush had before, which is to privatize social security."
true,"when mccain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'the american people won't care about this.' """
true,i was speaking out on pension reform almost 17 years ago.
true,three of our cities are among the top five worst cities in the u.s. for asthma.
false,the labor participation rate is at an all-time low.
true,"mike huckabee ""supported taxpayer-funded scholarships for illegal aliens."""
false,"for every 33 pregnant women that walk into a planned parenthood clinic, 32 receive an abortion."
true,"virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to gov. bob mcdonnells political agenda."
true,nearly 6 in 10 uninsured americanscan get health insurance for what may be the equivalent of your cell phone bill.
true,cranstons 2014-2015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.
false,says the 2014-15 state budget cut border security and funding to fight criminal gangs.
false,says democratic party created the ku klux klan.
true,"says roy blunt secretly inserts language to benefit tobacco giant philip morris into a national security bill while blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 philip morris executives wrote checks to blunt totaling $23,000."
true,says donald trump mocked someone with a disability.
true,"we rank below ethiopia, im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below china and (south) korea."
true,"bill heller raises taxes. property taxes. small business taxes. he even wants to tax the internet. mr. heller said no to balancing the federal budget, that puts more debt on our kids."
true,"the u.s. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies."""
false,"says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible."
false,says barack obama began his presidency going on a worldwide apology tour.
false,"[my administration is] well represented both racially, ethnically and gender-wise."
true,president obama campaigned on a promise to put reproductive health care at the center of his reform plan.
true,president obama campaign surrogate maryland gov. martin omalley acknowledged that we are not better off than we were four years ago.
true,"site selectors who decide where businesses expand or relocate shun closed shop states like wisconsin in favor of right to work states like iowa, indiana and michigan."
true,said he opposed every budget republican and democrat.
true,the house of representatives has never sued a sitting president in all of u.s. history.
false,only five texas counties account for almost 90 percent of the (states) cattle industry.
true,"says president barack obama has allowed, each year hes been here, the prosecutions of gun cases (for background check failures) to go down. ... theyve declined every year since president bush left office."
true,oregons budget has grown by 49 percent in just four years.
true,"we've created or saved up to 1.6 million jobs, according to the cbo -- the congressional budget office -- through the recovery act."
false,says matt bevin has repeatedly failed to pay his taxes.
true,"california republican gubernatorial hopeful meg whitman ""contributed to, and campaigned, for"" democratic sen. barbara boxer."
false,says a justice department memo directs that you must openly embrace gay marriage and homosexuality.
false,"kasichs trade deals cost ohio thousands of jobs - 49,000 jobs to mexico, 91,000 to china."
true,"says with jon corzine, its the first time, i think, in history where a former senator has been subpoenaed to testify before his former colleagues."
true,says donald trump brings in hundreds of foreign workers to replace americans.
false,tuition-free public universities and colleges are just a pipe dream. false. they were both free up until the vietnam war.
true,candidate bill byrne used campaign funds for work on his personal car.
true,pat toomey thinks corporations shouldnt pay any taxes.
true,a construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. and thats how its working right now.
true,"we have seized more currency, more drugs, more outbound arms in the past year than any year in our countrys history."
true,"theres never been a direct supreme court case on people who were here illegally, whether or not their kids are citizens."
true,some 8.1 million of the estimated 11 million to 12 million people in this country illegally are working.
true,"traditionally, presidential candidates release their tax returns . . . mitt romney still wont."
false,says he never supported federal health care individual mandate.
true,says the united states is in the worst recovery from an economic recession since world war ii.
false,"in 1940, only 7 percentof germans were nazis."
true,the recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from guantanamo.
